,createTime,id,isAd,desc,stickersOnItem,music.id,music.authorName,music.original,music.title,stats.commentCount,stats.diggCount,stats.playCount,stats.shareCount,video.duration,author.id,author.uniqueId,author.verified,authorStats.diggCount,authorStats.followerCount,authorStats.followingCount,authorStats.heart,authorStats.videoCount,term,alg_rank_by_topic,rank,caption,hashtags,Sentiment,WatchVideo
10,2023-07-29 23:08:54,7261381475503721774,False,Part 2 of sorts #ballet #ballerina #fyp #fypシ #balletcore #barbie #professionalballerina #ballettok #ballerinas #dancer #dancers #professionaldancer #viral #outfit #balletoutfit #balletcoreaesthetic #balletcoreoutfit  “omg you’re a ballerina? You must have the cutest ballet outfits!!” my cute outfit in question:, “omg you’re a ballerina? You must have the cutest ballet outfits!!” my cute outfit in question:,6740857625459556357,The Manhattan Pops,False,Waltz of the Flowers,31,11600,374700,105,17,6687992189086172166,tutucarolyn,False,6368,37500,160,4300000,958,balletcore outfits,11,08:58:52.504120,Part 2 of sorts #ballet #ballerina #fyp #fypシ #balletcore #barbie #professionalballerina #ballettok #ballerinas #dancer #dancers #professionaldancer #viral #outfit #balletoutfit #balletcoreaesthetic #balletcoreoutfit ,"['#ballet', '#ballerina', '#fyp', '#fypシ', '#balletcore', '#barbie', '#professionalballerina', '#ballettok', '#ballerinas', '#dancer', '#dancers', '#professionaldancer', '#viral', '#outfit', '#balletoutfit', '#balletcoreaesthetic', '#balletcoreoutfit']",positive,https://www.tiktok.com/@tutucarolyn/video/7261381475503721774
11,2024-06-21 05:29:08,7382824326531271953,False,"Ballet class outfits of the day 🩰🌸💞✨ Find any inspo? 👀 #balletdancer #bodileballet #bodilebaddie #balletcoreoutfit #dancersoftiktok #balletfashion #balletcore #ballerinacheck #balletcoreaesthetic #balletclass #balletoutfitdeas  ballet core outfit ideas 🌸💅🏽🎀🩰🫶🏽✨ oops, caught  👀🤣"," ballet core outfit ideas 🌸💅🏽🎀🩰🫶🏽✨ oops, caught  👀🤣",6790173732812883970,Jo.Ke & Nu,False,Who Loves The Sun,48,25000,410700,288,17,7065666265997984770,bodileballet,False,3098,14000,235,665800,607,balletcore outfits,12,08:58:52.504120,Ballet class outfits of the day 🩰🌸💞✨ Find any inspo? 👀 #balletdancer #bodileballet #bodilebaddie #balletcoreoutfit #dancersoftiktok #balletfashion #balletcore #ballerinacheck #balletcoreaesthetic #balletclass #balletoutfitdeas ,"['#balletdancer', '#bodileballet', '#bodilebaddie', '#balletcoreoutfit', '#dancersoftiktok', '#balletfashion', '#balletcore', '#ballerinacheck', '#balletcoreaesthetic', '#balletclass', '#balletoutfitdeas']",neutral,https://www.tiktok.com/@bodileballet/video/7382824326531271953
12,2023-11-06 21:41:21,7298467434053258497,False,balletcore outfit 🤍#balletcoreoutfit #balletcore #coquettecore #coquettestyle #balletcoreaesthetic #aesthetic #xoangelcakexoo  balletcore ballet ballet core balletcore   recreating a Brittany Murphy balletcore outfit :⋆｡*⋆ ୨ ୧ ⋆*｡⋆: , balletcore ballet ballet core balletcore   recreating a Brittany Murphy balletcore outfit :⋆｡*⋆ ୨ ୧ ⋆*｡⋆: ,7214098255553710853,𝓜𝓲𝓬𝓱𝓮𝓵𝓵𝓮,True,original sound,22,3105,24100,14,13,7221124672698860545,reallifebabyfawn,False,25500,10000,4212,1400000,696,balletcore outfits,13,08:59:24.233678,balletcore outfit 🤍#balletcoreoutfit #balletcore #coquettecore #coquettestyle #balletcoreaesthetic #aesthetic #xoangelcakexoo ,"['#balletcoreoutfit', '#balletcore', '#coquettecore', '#coquettestyle', '#balletcoreaesthetic', '#aesthetic', '#xoangelcakexoo']",neutral,https://www.tiktok.com/@reallifebabyfawn/video/7298467434053258497
13,2022-05-01 12:48:47,7092749044543524102,False,Such a mood  #ellefanning #balletoutfit #balletcore #balletaesthetic #ballet #balletfit #fyp #sorryforthehashtags Elle fanning’s  ballet fits, Elle fanning’s  ballet fits,7036699233243679490,le,True,original sound,107,150800,1400000,263,12,6780717230978253830,adele.glow,False,9056,644,168,156400,28,balletcore outfits,14,08:59:24.233678,Such a mood  #ellefanning #balletoutfit #balletcore #balletaesthetic #ballet #balletfit #fyp #sorryforthehashtags,"['#ellefanning', '#balletoutfit', '#balletcore', '#balletaesthetic', '#ballet', '#balletfit', '#fyp', '#sorryforthehashtags']",neutral,https://www.tiktok.com/@adele.glow/video/7092749044543524102
14,2023-02-22 08:11:00,7202889734287330566,False,Saten babetlere aşıkkkk oldummmm🥺🥺🥺🦢 #lanadelrey #girlblog #pinterest #fyp #viral #trebdyol #balletcore #balletcoreaesthetic #balletcoreaesthetic  ˚ ⋆♡ ⋆｡˚ ♡ ⋆ trendyol balletcore  outfit inspo ˚ ⋆♡ ⋆｡˚♡ ⋆, ˚ ⋆♡ ⋆｡˚ ♡ ⋆ trendyol balletcore  outfit inspo ˚ ⋆♡ ⋆｡˚♡ ⋆,251525077870133248,Lana Del Rey,False,Off To The Races,10,1921,38700,76,15,6884857868400329729,coquette_archive,False,4265,2479,370,88200,62,balletcore outfits,15,08:59:24.233678,Saten babetlere aşıkkkk oldummmm🥺🥺🥺🦢 #lanadelrey #girlblog #pinterest #fyp #viral #trebdyol #balletcore #balletcoreaesthetic #balletcoreaesthetic ,"['#lanadelrey', '#girlblog', '#pinterest', '#fyp', '#viral', '#trebdyol', '#balletcore', '#balletcoreaesthetic', '#balletcoreaesthetic']",neutral,https://www.tiktok.com/@coquette_archive/video/7202889734287330566
15,2022-06-16 21:59:16,7109960813703695622,False,I dont usually get rhis peraonal on here but i thought since balletcore was trneding i would tell it 🩰💕 #plussize #plussizeedition #plussizefashion #curvy #curvybodies #curvyfashion #ootd #outfitideas #curvytiktok #fatpositive #balletcore Trying  ‘balletcore’ as a Size 16/18 🩰, Trying  ‘balletcore’ as a Size 16/18 🩰,7047625210837403650,New Age Music Academy,False,Ballet Music,95,9127,109700,31,46,6787930026722706437,_christianawebster,False,13000,136900,738,5800000,1119,balletcore outfits,16,08:59:24.233678,I dont usually get rhis peraonal on here but i thought since balletcore was trneding i would tell it 🩰💕 #plussize #plussizeedition #plussizefashion #curvy #curvybodies #curvyfashion #ootd #outfitideas #curvytiktok #fatpositive #balletcore,"['#plussize', '#plussizeedition', '#plussizefashion', '#curvy', '#curvybodies', '#curvyfashion', '#ootd', '#outfitideas', '#curvytiktok', '#fatpositive', '#balletcore']",neutral,https://www.tiktok.com/@_christianawebster/video/7109960813703695622
16,2026-03-25 10:10:04,7621133402590154006,False,the ultimate chic outfit 🩰 Fiona Lee of the Royal Danish Ballet wearing Imperfect Pointes ‘We Got Boobs’ leotard and NEW GUSSET LESS sustainably made ballet tights ✨ #imperfectpointes #balletbrand #balletdancer #chic #balletcore  nothing is more chic than  wearing a black leotard  & ballet tights, nothing is more chic than  wearing a black leotard  & ballet tights,7609691514402343694,Dani,True,original sound,14,1583,126200,24,11,6822731561461466117,imperfectpointes,False,16800,17700,766,746200,1145,balletcore outfits,17,08:59:24.233678,the ultimate chic outfit 🩰 Fiona Lee of the Royal Danish Ballet wearing Imperfect Pointes ‘We Got Boobs’ leotard and NEW GUSSET LESS sustainably made ballet tights ✨ #imperfectpointes #balletbrand #balletdancer #chic #balletcore ,"['#imperfectpointes', '#balletbrand', '#balletdancer', '#chic', '#balletcore']",neutral,https://www.tiktok.com/@imperfectpointes/video/7621133402590154006
17,2023-04-12 00:41:57,7220957161889860866,False,in my balletcore era 🩰🦢 #outfitinspo #getdressedwithme #grwm #fyp #nz  balletcore inspired 🦢🩰🎀 get dressed with me, balletcore inspired 🦢🩰🎀 get dressed with me,7121740103281560326,taylor's version,True,som original,272,87800,1300000,815,26,6725269074035868674,michellecheng_,False,20100,9497,299,430800,58,balletcore outfits,18,08:59:24.233678,in my balletcore era 🩰🦢 #outfitinspo #getdressedwithme #grwm #fyp #nz ,"['#outfitinspo', '#getdressedwithme', '#grwm', '#fyp', '#nz']",positive,https://www.tiktok.com/@michellecheng_/video/7220957161889860866
18,2024-09-21 12:28:25,7417072202173926699,False,REAL Ballet core 😍 @aurora grace 🩰🤍 #balletcore #ballettok #ballerina #ballettiktok #ballettrend #professionaldancer #professionalballerina #balletoutfit #balletfitcheck #fitcheck #orlandoballet  One week of ballet fits, One week of ballet fits,7251298268846508801,tamarbibers,True,original sound,38,12300,219000,660,15,7407976477197206571,nat.alie.dances,False,31000,74200,208,11500000,419,balletcore outfits,19,08:59:24.233678,REAL Ballet core 😍 @aurora grace 🩰🤍 #balletcore #ballettok #ballerina #ballettiktok #ballettrend #professionaldancer #professionalballerina #balletoutfit #balletfitcheck #fitcheck #orlandoballet ,"['#balletcore', '#ballettok', '#ballerina', '#ballettiktok', '#ballettrend', '#professionaldancer', '#professionalballerina', '#balletoutfit', '#balletfitcheck', '#fitcheck', '#orlandoballet']",positive,https://www.tiktok.com/@nat.alie.dances/video/7417072202173926699
19,2023-03-26 20:18:09,7214951840557829419,False,This is one of the weirder outfits I’ve created and I love it omg! #balletcore fr,,7197025723688454146,PinkPantheress & Ice Spice,False,Boy's a liar Pt. 2,166,35700,436800,402,59,6616489464460541957,morgan.ag,False,41300,490000,613,36900000,2150,balletcore outfits,20,08:59:24.233678,This is one of the weirder outfits I’ve created and I love it omg! #balletcore fr,['#balletcore'],positive,https://www.tiktok.com/@morgan.ag/video/7214951840557829419
20,2022-10-03 21:32:45,7150402255924055302,False,The girls that get it get it 💅🏼 #ballettok #balletcore #balletoutfits #ballerina #andGO #xyzbca #fyp  🩰Ballet class outfits 🩰 How I feel about certain  With little to no explanation , 🩰Ballet class outfits 🩰 How I feel about certain  With little to no explanation ,7134121402612894510,Anthony Immediato,True,original sound,9,1407,32400,7,29,6766323762079728646,ballerinabel,False,102400,58300,187,16800000,1098,balletcore outfits,21,08:59:24.233678,The girls that get it get it 💅🏼 #ballettok #balletcore #balletoutfits #ballerina #andGO #xyzbca #fyp ,"['#ballettok', '#balletcore', '#balletoutfits', '#ballerina', '#andGO', '#xyzbca', '#fyp']",neutral,https://www.tiktok.com/@ballerinabel/video/7150402255924055302
21,2024-05-25 21:04:53,7373046184371293445,False,this is how to dress if youre going to a ballet #fyp #fashion #summerstyle #style #ootd #outfitdance #whattowear #girlstyles #grwmfashion #ballet #parisianstyle #frenchstyle #balletcore  how to dress for the ballet, how to dress for the ballet,7373046202039061254,jacqueline,True,original sound,32,955,70500,45,59,6679513417134720005,jacquiebebe,False,110600,94800,283,3300000,1465,balletcore outfits,22,08:59:24.233678,this is how to dress if youre going to a ballet #fyp #fashion #summerstyle #style #ootd #outfitdance #whattowear #girlstyles #grwmfashion #ballet #parisianstyle #frenchstyle #balletcore ,"['#fyp', '#fashion', '#summerstyle', '#style', '#ootd', '#outfitdance', '#whattowear', '#girlstyles', '#grwmfashion', '#ballet', '#parisianstyle', '#frenchstyle', '#balletcore']",neutral,https://www.tiktok.com/@jacquiebebe/video/7373046184371293445
22,2025-04-13 22:16:43,7492925088539479327,False,a throwback from last year because it still reigns true i did my time in leotards and now im FREE #balletcore #throwback #ballet #comedy #funny #dance #danceteacher #dancetechnique #lyrical #jazz #hiphop ,,7492925102121290526,jamie,True,original sound,251,64200,299900,1962,8,6767002743129654277,ja.lw,False,50700,594700,105,36600000,753,balletcore outfits,23,08:59:24.233678,a throwback from last year because it still reigns true i did my time in leotards and now im FREE #balletcore #throwback #ballet #comedy #funny #dance #danceteacher #dancetechnique #lyrical #jazz #hiphop ,"['#balletcore', '#throwback', '#ballet', '#comedy', '#funny', '#dance', '#danceteacher', '#dancetechnique', '#lyrical', '#jazz', '#hiphop']",positive,https://www.tiktok.com/@ja.lw/video/7492925088539479327
23,2024-08-02 01:10:03,7398343139980823839,False,balletcore collection haul from aerie! 🩰 #balletcore #girlyaesthetic #pinklover  Aerie Balletcore haul🩰🎀, Aerie Balletcore haul🩰🎀,7398343131718667038,Carin 🌸,True,original sound,68,3576,70600,688,125,6767176651669292037,laceandlashes,False,3389,88200,73,1700000,482,balletcore outfits,24,08:59:24.233678,balletcore collection haul from aerie! 🩰 #balletcore #girlyaesthetic #pinklover ,"['#balletcore', '#girlyaesthetic', '#pinklover']",neutral,https://www.tiktok.com/@laceandlashes/video/7398343139980823839
24,2026-01-22 22:04:22,7598310142945365279,False,every dancer ever🤝 mirrorball  (if anyone comes for my leg height I’m deleting the app) #ballettok #mirrorball #balletoutfit #balletcore #balletdancer ,,7368942502973311749,Érica,True,som original,69,16400,131100,111,7,7447285067788108843,brookedevower,False,7672,35900,419,3600000,163,balletcore outfits,25,08:59:25.365515,every dancer ever🤝 mirrorball  (if anyone comes for my leg height I’m deleting the app) #ballettok #mirrorball #balletoutfit #balletcore #balletdancer ,"['#ballettok', '#mirrorball', '#balletoutfit', '#balletcore', '#balletdancer']",neutral,https://www.tiktok.com/@brookedevower/video/7598310142945365279
25,2023-12-05 03:02:47,7308940651918380330,False,The last one is giving pink pilates princess vibes 🎀🩰  & how do we feel about the whole “balletcore” trend?  #ballet #balletcore #balletcoreaesthetic #balletcoreoutfit #balletcoreoutfits #balletcoreblackgirl #balletoutfit #pinkpilatesprincess #pinkoutfit #plussizeballetcore #plussizeoutfits #plussizeoutfitideas #plussizepinkfashion #plussizeblackgirl #plussizeblackwomen  Balletcore  Outfit Inspo  🩰🎀, Balletcore  Outfit Inspo  🩰🎀,7306623023414495234,Flo Milli,False,Never Lose Me,21,568,20000,8,15,6727764423534560262,ari.x_,False,33000,3227,299,57500,160,balletcore outfits,26,08:59:25.365515,The last one is giving pink pilates princess vibes 🎀🩰  & how do we feel about the whole “balletcore” trend?  #ballet #balletcore #balletcoreaesthetic #balletcoreoutfit #balletcoreoutfits #balletcoreblackgirl #balletoutfit #pinkpilatesprincess #pinkoutfit #plussizeballetcore #plussizeoutfits #plussizeoutfitideas #plussizepinkfashion #plussizeblackgirl #plussizeblackwomen ,"['#ballet', '#balletcore', '#balletcoreaesthetic', '#balletcoreoutfit', '#balletcoreoutfits', '#balletcoreblackgirl', '#balletoutfit', '#pinkpilatesprincess', '#pinkoutfit', '#plussizeballetcore', '#plussizeoutfits', '#plussizeoutfitideas', '#plussizepinkfashion', '#plussizeblackgirl', '#plussizeblackwomen']",positive,https://www.tiktok.com/@ari.x_/video/7308940651918380330
26,2023-05-29 17:58:09,7238665185362300202,False,for my ballet core girlies🩰🤍 #balletcore #balletcoreaesthetic #ballerinacore #balletoutfitdeas #balletaesthetic #girlyaesthetic #coquetteaesthetic #howtostyle #pinkaesthetic #dollettecore  #summeroutfitinspo  outfit with me style a ♡ BALLET CORE ♡ unitard pink tights  wrap skirt  shrug leg warmers  mary janes, outfit with me style a ♡ BALLET CORE ♡ unitard pink tights  wrap skirt  shrug leg warmers  mary janes,7214068710989171462,yo,True,sonido original,58,13900,407200,303,13,7142762077206791211,domi.knows,False,41600,5208,849,194900,63,balletcore outfits,27,08:59:25.365515,for my ballet core girlies🩰🤍 #balletcore #balletcoreaesthetic #ballerinacore #balletoutfitdeas #balletaesthetic #girlyaesthetic #coquetteaesthetic #howtostyle #pinkaesthetic #dollettecore  #summeroutfitinspo ,"['#balletcore', '#balletcoreaesthetic', '#ballerinacore', '#balletoutfitdeas', '#balletaesthetic', '#girlyaesthetic', '#coquetteaesthetic', '#howtostyle', '#pinkaesthetic', '#dollettecore', '#summeroutfitinspo']",neutral,https://www.tiktok.com/@domi.knows/video/7238665185362300202
27,2025-01-24 08:18:37,7463393488751709458,False,"dress code - anything oversized, old tights as tops, bandanas are a must and extra points if everything has holes in it 🥰🥰🥰 #ballerina #balletcore #ballettok  what ballet dancers are  wearing in 2025", what ballet dancers are  wearing in 2025,7248175565935840002,Naughty Boy & Sam Smith,False,La La La - Sped Up Version,589,271900,2300000,5252,35,6692631732660929542,belle_urwin,False,6874,328000,173,41700000,866,balletcore outfits,28,08:59:25.365515,"dress code - anything oversized, old tights as tops, bandanas are a must and extra points if everything has holes in it 🥰🥰🥰 #ballerina #balletcore #ballettok ","['#ballerina', '#balletcore', '#ballettok']",positive,https://www.tiktok.com/@belle_urwin/video/7463393488751709458
28,2025-08-19 15:39:31,7540321716699008287,False,ballerina ootd with @Rose and @✨jess✨ 💕 #ballerina #ballettiktok #ballet #balletcore #balletoutfit #balletootd #ootd #bamarush  what the ballerinas are wearing today, what the ballerinas are wearing today,7540321684419578654,ruby josephine,True,original sound,30,15000,249300,133,35,6531062718328230927,rubyyjosephine,False,55900,301900,448,16500000,662,balletcore outfits,29,08:59:25.365515,ballerina ootd with @Rose and @✨jess✨ 💕 #ballerina #ballettiktok #ballet #balletcore #balletoutfit #balletootd #ootd #bamarush ,"['#ballerina', '#ballettiktok', '#ballet', '#balletcore', '#balletoutfit', '#balletootd', '#ootd', '#bamarush']",neutral,https://www.tiktok.com/@rubyyjosephine/video/7540321716699008287
29,2023-03-01 21:11:04,7205688363456924933,False,i feel cute in this outfit <3 #fashion #layering #balletcore #styleinspo   build an ʚ♡ɞ outfit ʚ♡ɞ with me balletcore edition my pants are definitely not dragging… ok luv u byeee! <3, build an ʚ♡ɞ outfit ʚ♡ɞ with me balletcore edition my pants are definitely not dragging… ok luv u byeee! <3,7023989489727899650,Lamp,False,君が泣くなら,51,7321,43600,111,22,7055074719787615237,havenmcnabb,False,100700,42500,363,8000000,794,balletcore outfits,30,08:59:25.365515,i feel cute in this outfit <3 #fashion #layering #balletcore #styleinspo  ,"['#fashion', '#layering', '#balletcore', '#styleinspo']",positive,https://www.tiktok.com/@havenmcnabb/video/7205688363456924933
30,2025-12-16 21:04:58,7584564752391638294,False,Balletcore 101 🩰🦢 outfit - @Angel Ruche  #balletcore #coquetteaesthetic #girlythings #girlystyle #pinkgirl ,,7584564751293008643,elenakatey,True,original sound,5,273,6228,5,13,191188703023976448,elenakatey,False,1660,489500,10,18600000,495,balletcore outfits,31,08:59:25.365515,Balletcore 101 🩰🦢 outfit - @Angel Ruche  #balletcore #coquetteaesthetic #girlythings #girlystyle #pinkgirl ,"['#balletcore', '#coquetteaesthetic', '#girlythings', '#girlystyle', '#pinkgirl']",neutral,https://www.tiktok.com/@elenakatey/video/7584564752391638294
31,2024-05-14 22:13:49,7368982009558977797,False,sairia assim de boa e vcs 💜 (menos pra aula de ballet jkkk) #outfitideas #balletcore #fyp  𓂃 ʚ ʿ ballet core fit 🩰 ⬞♡. ʿ dark version  fashion inspo  black outfit idea  casual stylist outfits get dressed with me trying fashion trends, 𓂃 ʚ ʿ ballet core fit 🩰 ⬞♡. ʿ dark version  fashion inspo  black outfit idea  casual stylist outfits get dressed with me trying fashion trends,7024091205210212354,HUS,False,Banana Shake,20,1531,20300,27,27,6817846905835013126,neonjunesis,False,8074,157200,120,6600000,1012,balletcore outfits,32,08:59:25.365515,sairia assim de boa e vcs 💜 (menos pra aula de ballet jkkk) #outfitideas #balletcore #fyp ,"['#outfitideas', '#balletcore', '#fyp']",positive,https://www.tiktok.com/@neonjunesis/video/7368982009558977797
